Account Code,Storage Branch,Account Description,Barcode,Alternate Code,Long Description,Contents,Object Code,Description,Add Date,Item Status,Status Date,Destroy Date,Perm Flag,Container Barcode,From Date,To Date,User Field 1,User Field 2,User Field 3,User Field 4,User Date,Access Count
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140084,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140036,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140061,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140043,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140052,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140056,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140074,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140076,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140078,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140058,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140057,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140083,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140064,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140050,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140046,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140072,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140073,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\LAKEHAVE,Newcastle,The Salvation Army Employment Plus,NTL00140059,,,,C01,,2012-06-15,In,2012-06-15,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144293,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144278,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144283,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144284,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144281,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144279,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144288,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144286,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144295,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144280,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144294,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144282,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144285,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144292,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144287,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144289,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144290,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\WYONG,Newcastle,The Salvation Army Employment Plus,NTL00144291,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019214,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019217,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019216,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019215,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019218,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019220,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02014514,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02014515,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02014517,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02014518,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02014516,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019219,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019268,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019267,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019265,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019266,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019262,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019261,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019263,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019264,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019272,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019271,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019269,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019270,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019274,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019279,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019280,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019276,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019275,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019281,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019282,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019277,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019278,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019283,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019284,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019289,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019285,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019290,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019286,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019291,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019287,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019292,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019273,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019288,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
SYDN1445\PARAMATA,Sydney,The Salvation Army Employment Plus,SYD02019293,,,,C01,,2012-06-28,In,2012-06-28,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140696,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140689,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00144079,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140683,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096042,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00144078,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068488,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140697,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096036,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096045,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096032,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140694,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00144081,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140682,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140685,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096037,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068486,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068470,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068472,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068473,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096040,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068485,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140686,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096034,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096049,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096035,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140684,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096044,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140687,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068471,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096039,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068489,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068474,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096043,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096033,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068480,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096041,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00144083,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068482,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00144082,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00096038,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140688,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068481,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00144084,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140692,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068487,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140691,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00068491,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140699,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140695,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140693,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140690,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\RAYMOND,Newcastle,The Salvation Army Emloyment Plus,NTL00140698,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142029,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00078329,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142032,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142053,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142050,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123821,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142051,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142033,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142028,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123809,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142049,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142048,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123806,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142038,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00078328,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142042,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123810,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123815,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142045,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123820,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123803,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123813,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142044,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123818,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123816,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142034,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123807,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142041,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123819,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142043,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142039,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123817,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123805,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123804,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142040,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123808,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142052,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142030,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142035,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00078326,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00078325,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00123814,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142047,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
NTLN1445\NEWSTLE,Newcastle,The Salvation Army Employment Plus,NTL00142036,,,,C01,,2012-06-29,In,2012-06-29,,No,,,,,,,,,0
